LOCUS,GD,WD,PD,JD,JS,PS,GS,SUMMARY
6378:19 [6636],Sd,,Sd,,Sd,,,
6378:20 [6637],,Sd,Sd,m,,,,
6378:23 [6638],,,m,m,m,m,m,
6378:24 [6639],,,,,,Sd,Sd,
6378:42 [6640],,,,,,,,
6382:47 [6641],,,m,m,,m,m,
6382:50 [6642],,,,Sd,Sd,,Sd,
6382:52 [6643],,m,,,,,,
6382:55 [6644],,m,,,,,,
6382:57 [6645],,m,,m,,,,
6382:58 [6646],,m,,,,,Sd,
6382:59 [6647],,,,m,,,,
6382:60 [6648],,,,Sd,,,,
6382:78 [6649],,,m,,,m,m,
6383:16 [6650],,m,m,,m,,m,
6383:41 [6651],,m,m,,m,,m,
6383:44 [6652],,,,,,,,
6383:59 [6653],,m,m,m,m,,m,
6383:78 [6654],,m,,m,m,m,m,
6385:32 [6655],m,,,m,,m,m,
6386:13 [6656],,m,m,,m,m,,
6386:33 [6657],m,m,,m,,m,,
6386:37 [6658],Sd,,,Sd,,,,
6387:3 [6659],,,,,,,,
6387:22 [6660],,m,m,,m,m,,
6387:31 [6661],,m,,,,,,
6387:57 [6662],,,,,,,Sd,
6387:67 [6663],,,,,,,,
6389:24 [6664],,Sd,,m,,,,
6389:55 [6665],,m,,m,m,,,
6389:57 [6666],,m,m,,m,,m,
6391:7 [6667],,m,,m,m,m,m,
6391:13 [6668],,m,,,,,Sd,
6391:26 [6669],,,,m,,m,,
6394:5 [6670],m,m,,,,Sd,,
6394:21 [6671],m,m,,,,Sd,,
6394:60 [6672],,,m,,m,m,m,
6395:3 [6673],,,,,,,,
6395:6 [6674],,,,,,,,
6395:10 [6675],m,m,,,m,,,
6395:56 [6676],,,,,Sd,,,
6396:26 [6677],,m,,m,m,,,
6396:48 [6678],m,,,m,m,m,,
6403:58 [6679],m,m,m,m,Sd,m,,
6403:69 [6680],m,,m,m,m,m,,
6403:71 [6681],m,m,,m,,,m,
6405:40 [6682],,m,m,,,m,Sd,
6405:66 [6683],,,,,,,,
6418:44 [6684],m,m,Sd,,,m,,
6418:78 [6685],Sd,,,,m,,m,
6420:40 [6686],,,,,,,,
6420:43 [6687],,,,,,,,
6421:1 [6688],Sd,,,Sd,,,,
6421:2 [6689],Sd,,,Sd,,,,
6421:24 [6690],m,,,,,m,,
6424:64 [6691],,,,,,,,
6427:2 [6692],,,,,,,,
6427:68 [6693],,,m,m,,,,
6430:11 [6694],,,,,,,,
6430:42 [6695],,,,,,,,
6430:57 [6696],,,,,,,,
6430:64 [6697],,,,,,,,
6433:19 [6698],,,,,,,,
6436:73 [6699],m,,m,Sd,,m,,
6436:78 [6700],,,,,,,,
6440:6 [6701],,,m,,Sd,,,
6442:42 [6702],,,m,m,m,m,m,
6442:43 [6703],m,m,m,,m,,m,
6442:46 [6704],,,m,m,m,m,m,
6442:72 [6705],,Sd,,Sd,,,,
6451:12 [6706],m,,m,,,Sd,,
6457:46 [6707],m,,,,m,,,
6459:24 [6708],,m,,,,,,
6459:30 [6709],m,m,,,m,,,
6459:42 [6710],,m,,,,,,
6460:72 [6711],,,,,Sd,,,
6462:29 [6712],,,,Sd,,,,
6464:4 [6713],m,,,,Sd,,,
6464:10 [6714],,,,,,,,
6464:20 [6715],m,m,m,,m,,m,
6464:41 [6716],,,,,,,,
6464:48 [6717],,,,,,,,
6470:7 [6718],m,,,,,,m,
6470:18 [6719],,,,,,,m,
6470:47 [6720],m,,,,,,m,
6474:9 [6721],m,Sd,,m,,,,
6474:24 [6722],m,,,,,,,
6474:27 [6723],,,,,,Sd,,
6474:61 [6724],,,,,Sd,,,
6476:19 [6725],m,,m,m,Sd,m,m,
6476:64 [6726],m,,,,Sd,m,,
6480:15 [6727],m,m,m,m,m,m,m,FIXED
6480:66 [6728],m,m,m,m,m,m,m,FIXED
6480:75 [6729],m,m,m,m,m,m,m,FIXED
6481:5 [6730],,Sd,Sd,,,,,
6481:16 [6731],,Sd,Sd,,,,,
6483:6 [6732],m,,m,m,m,m,,
6483:24 [6733],,m,m,,,,,
6483:68 [6734],,m,m,m,m,,m,
6486:8 [6735],,m,m,m,m,m,,
6488:2 [6736],,,,,,,,
6488:5 [6737],,,,,,,,
6488:8 [6738],,,,,,,,
6488:39 [6739],,,,,,,,
6488:68 [6740],,,,,,,,
6488:78 [6741],m,,m,,,m,,
6490:26 [6742],m,m,m,m,,,m,
6490:30 [6743],m,,m,,m,m,m,
6490:39 [6744],m,m,m,m,,,m,
6490:42 [6745],Sd,Sd,,,m,,,
6490:44 [6746],m,,m,,m,m,m,
6494:12 [6747],,,,,,,,
6494:43 [6748],Sd,,,,,,,
6494:46 [6749],m,m,,Sd,,,,
6498:26 [6750],,,Sd,,,,,
6498:70 [6751],m,,m,m,,m,m,
6498:73 [6752],m,m,m,m,,m,,
6501:11 [6753],Sd,,,,,,,
6501:40 [6754],Sd,,,,,,,
6501:42 [6755],m,,Sd,,m,Sd,,
6501:53 [6756],Sd,,,,,,,
6501:60 [6757],m,m,m,,Sd,m,,
6501:70 [6758],,,,,,,,
6508:26 [6759],,m,,,,,,
6508:74 [6760],,,,,,,Sd,
6511:37 [6761],m,m,m,Sd,m,m,Sd,
6511:70 [6762],,,m,,m,m,,
6518:45 [6763],m,,Sd,,,,,
6518:51 [6764],m,,m,m,,m,m,
6518:53 [6765],,m,m,m,m,,m,
6518:71 [6766],m,,Sd,,,,,
6521:61 [6767],m,,,m,Sd,Sd,m,
6521:64 [6768],,,,,m,Sd,,
6521:65 [6769],,Sd,,,Sd,Sd,,
6521:77 [6770],,,,,,Sd,,
6521:80 [6771],,,,,Sd,Sd,Sd,
6523:28 [6772],,m,,,,,,
6523:46 [6773],,,,,Sd,,,
6523:70 [6774],,,,,Sd,,,
6526:15 [6775],,,,,,,,
6526:45 [6776],,,,,,,,
6526:58 [6777],m,m,,m,Sd,Sd,,
6526:64 [6778],,,,,,,,
6526:71 [6779],m,,,m,m,m,m,
6526:78 [6780],,,,,,,,
6526:79 [6781],,,,,,,,
6530:6 [6782],m,m,m,m,m,m,,
6530:12 [6783],,,,,,,Sd,
6530:13 [6784],,,,,,Sd,,
6530:42 [6785],,,,,,m,,
6530:56 [6786],,,,,m,,m,
6533:1 [6787],,,Sd,Sd,,,,
6533:4 [6788],m,Sd,,Sd,,,,
6533:22 [6789],,,Sd,Sd,,,,
6534:21 [6790],m,m,,,m,,m,
6534:24 [6791],m,,m,,m,,m,
6534:26 [6792],,m,m,m,m,,m,
6534:46 [6793],,m,,m,,,,
6534:49 [6794],m,m,m,,m,m,,
6534:56 [6795],m,m,m,m,,m,m,
6536:27 [6796],,,,,,,Sd,
6536:37 [6797],,,,,,,,
6536:39 [6798],,m,,,,,,
6536:44 [6799],,,,,,m,Sd,
6536:45 [6800],,,,,,m,Sd,
6536:56 [6801],Sd,,,,Sd,,,
6538:77 [6802],,Sd,,,,,,
6546:12 [6803],,,,,,,,
6546:17 [6804],,,,,,,,
6546:24 [6805],Sd,,,,,,,
6546:30 [6806],m,,m,Sd,,,m,
6546:71 [6807],,,,,,,,
6550:38 [6808],,Sd,,m,,,,
6550:52 [6809],,m,Sd,m,,,m,
6550:57 [6810],,,,,,,,
6550:58 [6811],,,,,,,,
6550:59 [6812],,,,,,,,
6550:66 [6813],,Sd,,m,m,,,
6550:73 [6814],,,m,,Sd,,,
6551:19 [6815],,,,,,Sd,,
6551:65 [6816],,Sd,,Sd,,,,
6555:25 [6817],,,Sd,Sd,,Sd,Sd,
6557:2 [6818],,,,,,,,
6557:19 [6819],m,m,,m,m,m,m,
6557:20 [6820],,,,,,,,
6557:23 [6821],,,m,m,m,m,m,
6557:41 [6822],m,m,,m,m,m,m,
6557:45 [6823],,m,m,m,,,m,
6557:75 [6824],m,m,,,m,,,
6557:76 [6825],m,m,,,m,,,
6557:80 [6826],,,,,,,,
6558:36 [6827],m,,m,m,m,m,,
6558:53 [6828],m,,,m,,m,m,
6560:40 [6829],,,Sd,,,m,m,
6561:43 [6830],m,m,m,m,Sd,,m,
6561:52 [6831],,,,,Sd,,,
6561:58 [6832],m,m,,m,,m,m,
6561:71 [6833],m,m,,m,,m,m,
6562:25 [6834],Sd,,,m,,,,
6562:34 [6835],,,m,m,Sd,,,
6562:54 [6836],,,,,,,,
6562:76 [6837],,,,,,,,
6566:11 [6838],,,,,m,Sd,,
6566:19 [6839],m,m,,m,Sd,m,m,
6571:33 [6840],,m,m,m,m,m,,
6572:41 [6841],,Sd,,,Sd,,,
6572:51 [6842],m,,,,m,,m,
6574:3 [6843],m,,,,,Sd,,
6574:14 [6844],m,m,,m,m,,m,
6574:64 [6845],m,Sd,Sd,,Sd,Sd,Sd,SIGN
6574:76 [6846],m,m,Sd,m,Sd,m,Sd,
6575:39 [6847],,,,,,,Sd,
6575:62 [6848],,m,m,m,,m,,
6575:64 [6849],,Sd,,,,,Sd,
6575:69 [6850],,,,,,Sd,m,
6575:78 [6851],,m,m,m,,m,m,
6579:3 [6852],,,,,,,,
6579:23 [6853],,,,,,,,
6579:63 [6854],Sd,,,,,,,
6579:80 [6855],,,,,,,,
6580:27 [6856],Sd,,,,,,Sd,
6580:61 [6857],Sd,,,,,,,
6580:67 [6858],,,,,,,Sd,
6580:70 [6859],,m,m,,,,,
6586:24 [6860],,,m,,,m,,
6586:61 [6861],,m,,,,,,
6586:67 [6862],,,m,,,m,m,
6587:20 [6863],m,m,m,,,m,m,
6587:60 [6864],,,,,,,,
6587:62 [6865],m,,m,m,,,,
6587:79 [6866],,m,,m,,,,
6594:8 [6867],m,m,,m,m,,m,
6594:79 [6868],m,m,m,,Sd,,m,
6597:5 [6869],m,,m,,m,Sd,m,
6597:11 [6870],m,,m,,m,Sd,m,
6597:18 [6871],,,,,,,,
6597:25 [6872],m,,m,,m,Sd,m,
6597:44 [6873],m,,m,,m,Sd,m,
6597:49 [6874],,,m,,,,m,
6597:50 [6875],,,,,,,,
6597:73 [6876],m,m,m,m,m,,,
6597:75 [6877],m,m,,m,,m,m,
6597:79 [6878],,m,m,m,m,m,m,
6599:41 [6879],m,m,,m,,Sd,Sd,
6599:44 [6880],,Sd,m,,m,m,,
6600:18 [6881],m,,,m,m,,,
6600:30 [6882],m,,,m,,,,
6600:33 [6883],,,,,,,,
6600:48 [6884],m,,m,m,m,m,m,
6601:1 [6885],,,,,m,m,,
6601:15 [6886],,,,,m,m,,
6601:31 [6887],,,,,m,m,,
6601:35 [6888],,,,,m,m,,
6601:41 [6889],,,,,m,m,,
6601:43 [6890],m,,m,,m,Sd,,
6603:39 [6891],Sd,,,Sd,Sd,,,
6603:65 [6892],m,,,Sd,Sd,,,
6604:3 [6893],m,m,,m,m,m,m,
6604:10 [6894],,,m,m,,,,
6604:32 [6895],,Sd,,,,,,
6604:34 [6896],m,m,,,m,m,m,
6604:36 [6897],,Sd,Sd,,,,,
6604:49 [6898],m,m,,m,m,m,m,
6604:51 [6899],m,m,m,,m,m,,
6604:57 [6900],,,m,m,,,,
6604:65 [6901],Sd,,m,,,,Sd,
6604:73 [6902],m,m,,m,m,m,m,
6604:77 [6903],,,,,,,,
6604:78 [6904],m,m,,,m,m,m,
6617:14 [6905],,,,m,,,,
6617:23 [6906],,,,,,,,
6617:62 [6907],m,,,m,m,,,
6625:64 [6908],m,,,,,,m,
6625:71 [6909],m,,,,m,,,
6632:5 [6910],,,,,,,,
6632:59 [6911],,,m,,,Sd,,
6632:63 [6912],,,,,,m,m,
6632:70 [6913],,,m,,,Sd,,
6633:46 [6914],,m,,,,,m,
6633:51 [6915],,,,,,,,
6633:62 [6916],,m,,,m,m,,
6633:67 [6917],,m,,,m,m,,
6633:78 [6918],m,m,,m,,m,m,
6635:3 [6919],m,m,,m,m,,,
6635:24 [6920],m,m,,m,m,,,
6635:26 [6921],,,,,,,,
6635:29 [6922],,,,,,,,
6635:46 [6923],m,m,,m,m,,,
6635:55 [6924],m,m,,m,m,,,
6637:5 [6925],m,m,m,m,,m,,
6637:28 [6926],,,,,,,Sd,
6637:33 [6927],m,m,Sd,,m,m,Sd,
6637:36 [6928],,,,,Sd,,,
6637:39 [6929],,m,m,m,Sd,,,
6638:65 [6930],,,,,,,,
6638:78 [6931],,,m,Sd,,,,
6641:32 [6932],m,m,m,,,m,,
6641:35 [6933],,m,m,m,m,,,
6641:52 [6934],m,,,m,m,m,m,
6641:55 [6935],,m,,,,,,
6641:58 [6936],,m,m,m,m,,,
6645:68 [6937],,,,,,,,
6646:8 [6938],m,m,,,m,m,,
6646:44 [6939],,Sd,,,,,,
6646:53 [6940],,,Sd,,,,,
6646:72 [6941],m,m,,,m,m,m,
6646:79 [6942],m,,m,,,m,,
6654:40 [6943],,,,,,Sd,Sd,
6654:48 [6944],m,Sd,,,,,,
6654:70 [6945],m,m,m,m,m,m,,
6654:79 [6946],m,m,m,m,m,m,m,FIXED
6656:15 [6947],m,m,m,m,,m,,
6656:40 [6948],m,m,m,,,m,,
6657:5 [6949],,,,,,,,
6657:14 [6950],m,,,m,m,m,m,
6657:25 [6951],,,,,,,,
6657:47 [6952],,,,,,,Sd,
6667:36 [6953],,m,,,m,m,Sd,
6667:67 [6954],m,m,m,,,m,m,
6667:74 [6955],m,m,m,,,m,m,
6669:5 [6956],,m,,m,m,m,,
6669:29 [6957],,m,m,m,,m,m,
6669:42 [6958],,,m,m,,m,,
6669:57 [6959],Sd,m,,,,,,
6670:20 [6960],Sd,,,,,Sd,,
6670:26 [6961],m,m,m,m,,Sd,Sd,
6670:36 [6962],,,Sd,,,,,
6670:73 [6963],Sd,,,,,Sd,,
6670:75 [6964],,m,,Sd,,,,
6670:76 [6965],,m,,Sd,,,,
6670:80 [6966],m,m,m,m,,Sd,Sd,
6671:3 [6967],m,,,,,,,
6671:30 [6968],,,,,,Sd,,
6675:31 [6969],,m,m,m,m,,m,
6680:53 [6970],,,,,,,,
6688:45 [6971],,,,,,,,
6688:54 [6972],,m,m,m,m,,m,
6690:4 [6973],m,m,m,m,,m,m,
6691:18 [6974],,,,,,,,
6691:19 [6975],,,,,,,,
6691:48 [6976],m,,,m,m,m,m,
6691:53 [6977],,,,,,,,
6695:17 [6978],m,m,m,,,m,m,
6695:47 [6979],m,m,m,,,m,m,
6695:53 [6980],m,,m,m,,m,m,
6695:79 [6981],m,m,m,,,m,m,
6706:18 [6982],,m,m,m,Sd,,m,
6706:45 [6983],,Sd,,,Sd,,Sd,
6706:54 [6984],,Sd,,,Sd,,Sd,
6706:58 [6985],,,,Sd,,,m,
6706:66 [6986],,,,,Sd,,,
6714:8 [6987],m,,m,,,,,
6714:29 [6988],m,,m,,,,,
6714:47 [6989],,,,,,,,
6714:54 [6990],m,,m,m,m,Sd,m,
6714:68 [6991],,,,,,,,
6716:17 [6992],,,Sd,,,,,
6716:27 [6993],,,Sd,,,,,
6716:34 [6994],,m,,m,,,m,
6717:18 [6995],m,m,m,,,m,,
6717:67 [6996],m,m,,,,m,,
6724:40 [6997],m,,,m,,m,,
6724:47 [6998],m,m,Sd,m,m,,m,
6725:6 [6999],Sd,,,Sd,,,,
6725:41 [7000],,m,,m,,,,
6725:71 [7001],Sd,,,Sd,,,,
6736:12 [7002],,,Sd,Sd,,,,
6736:21 [7003],,,,Sd,,,Sd,
6736:36 [7004],,,,,,,,
6736:56 [7005],,,,,,,,
6736:66 [7006],Sd,m,m,,,,m,
6745:3 [7007],,,,,,,,
6745:30 [7008],,,m,,,m,,
6745:69 [7009],,,,,,,,
6745:72 [7010],Sd,m,m,m,m,,m,
6745:73 [7011],,,,,,,,
6747:37 [7012],m,,m,m,m,,m,
6747:40 [7013],m,m,,m,m,m,,
6747:68 [7014],,,,,,,,
6752:36 [7015],m,m,,m,m,,,
6752:50 [7016],m,,,,,,,
6752:52 [7017],m,,m,m,Sd,m,,
6752:55 [7018],m,,,,m,m,m,
6752:77 [7019],m,,,,m,m,m,
6756:22 [7020],m,,,m,m,,,
6756:23 [7021],m,,,m,m,,,
6756:24 [7022],,,,,,,m,
6756:61 [7023],m,,,m,m,,,
6756:77 [7024],,,Sd,m,,,,
6759:19 [7025],,m,m,m,,,m,
6761:52 [7026],,Sd,,,,,Sd,
6766:25 [7027],,,m,,,,,
6766:61 [7028],,m,,,,,,
6773:6 [7029],,m,m,m,,m,,
6773:20 [7030],,,m,,,,,
6773:24 [7031],,,m,,,,,
6774:3 [7032],,,,,,,,
6774:8 [7033],m,m,m,,,,m,
6774:25 [7034],m,,,,,Sd,,
6774:29 [7035],,m,m,,,m,m,
6774:39 [7036],,,,,,,,
6774:41 [7037],,,,,,,,
6774:73 [7038],,,,,,Sd,,
6774:79 [7039],,,,,,,,
6779:6 [7040],m,,,m,Sd,m,m,
6779:31 [7041],m,m,m,m,,,m,
6779:32 [7042],m,m,,m,,,,
6779:68 [7043],,,,,,,Sd,
6784:3 [7044],,,,,,,,
6784:7 [7045],,,,,m,,,
6784:18 [7046],,,,Sd,,m,,
6784:25 [7047],,,,,m,,,
6784:30 [7048],m,m,,,m,,m,
6787:51 [7049],,m,m,m,m,,m,
6788:3 [7050],,m,m,,,,m,
6788:32 [7051],,,,,,,,
6788:65 [7052],,,,,,,,
6788:79 [7053],m,m,m,m,,,m,
6794:13 [7054],,,,,,,,
6794:43 [7055],,m,,,Sd,,Sd,
6796:11 [7056],,,,,,,Sd,
6796:13 [7057],,,,,,,Sd,
6796:17 [7058],,,,,Sd,,,
6796:29 [7059],m,m,Sd,m,,m,m,
6796:62 [7060],,,m,,m,Sd,m,
6798:22 [7061],m,m,,m,m,m,,
6798:41 [7062],,,,,,,,
6798:52 [7063],,,,,,,,
6809:14 [7064],m,m,,,,m,,
6809:70 [7065],,m,m,,m,,m,
6810:5 [7066],,,,,,,,
6810:22 [7067],,,,,,,,
6813:12 [7068],,,,m,,,,
6814:38 [7069],,,,,,,,
6814:41 [7070],m,m,m,m,m,m,m,FIXED
6814:42 [7071],,,,,,,Sd,
6829:30 [7072],,,,,,,,
6829:31 [7073],,,,,,,m,
6829:70 [7074],,,,,,,,
6829:71 [7075],,,,,,,,
6831:3 [7076],m,m,m,,m,m,m,
6831:50 [7077],m,m,,m,m,m,,
6831:59 [7078],m,m,,,m,m,,
6831:62 [7079],,m,,m,m,m,,
6831:63 [7080],m,,,,m,,,
6835:27 [7081],,,,,,,,
6835:35 [7082],Sd,Sd,m,m,m,m,m,
6841:19 [7083],m,,,,,,,
6841:27 [7084],,,,,m,m,Sd,
6841:53 [7085],,m,,m,,,,
6855:23 [7086],,,,,,,Sd,
6855:42 [7087],,,,Sd,,,,
6855:43 [7088],,,,m,,m,,
6855:49 [7089],,,,,,m,,
6855:59 [7090],,,,,,,,
6855:65 [7091],m,m,,m,m,,,
6858:6 [7092],,m,m,,,m,m,
6858:17 [7093],,,,,,,,
6858:23 [7094],,,m,Sd,,,Sd,
6858:35 [7095],,,,,,,,
6858:78 [7096],,,,,,,,
6860:11 [7097],,,,,,,,
6860:77 [7098],m,,,m,m,m,Sd,
6862:18 [7099],,Sd,,m,m,m,m,
6862:55 [7100],,m,m,m,,Sd,m,
6863:3 [7101],,m,,,m,m,,
6863:8 [7102],,,,,,Sd,,
6863:20 [7103],m,,m,,m,Sd,,
6863:35 [7104],m,m,m,,m,m,,
6864:23 [7105],m,m,m,m,m,,Sd,
6864:40 [7106],m,Sd,,m,,,m,
6864:65 [7107],,,,,,,,
6867:31 [7108],Sd,m,m,,Sd,,Sd,
6870:32 [7109],,,,m,,,,
6870:33 [7110],,,,m,,,,
6870:47 [7111],,,m,,Sd,,,
6870:48 [7112],,,m,,Sd,,,
6870:61 [7113],,,m,m,,,,
6875:5 [7114],,,,,,,,
6875:12 [7115],m,,m,Sd,,,,
6875:33 [7116],,,,,,,,
6875:37 [7117],,,,,,,,
6875:52 [7118],m,m,m,m,m,,,
6875:54 [7119],,,,,,,,
6875:71 [7120],,,,,,,,
6881:3 [7121],m,Sd,Sd,,Sd,m,,
6881:6 [7122],m,,,,,,Sd,
6881:30 [7123],m,m,m,m,,Sd,,
6881:49 [7124],m,Sd,m,m,,,Sd,
6881:50 [7125],,,,,,,,
6881:53 [7126],,,,,,,,
6882:3 [7127],,,,,,,,
6882:20 [7128],,,,,,,,
6882:30 [7129],Sd,m,,m,,m,,
6882:50 [7130],,,,,Sd,,,
6882:51 [7131],m,,m,m,m,,m,
6882:56 [7132],,,,,,,,
6883:1 [7133],,m,,m,,m,,
6883:43 [7134],,,,,,,,
6886:15 [7135],m,m,m,,m,m,,
6886:69 [7136],m,,m,,m,m,m,
6889:14 [7137],m,m,Sd,m,m,m,m,
6889:18 [7138],,,m,,,,,
6889:33 [7139],,,Sd,,,Sd,Sd,
6889:56 [7140],,,,,,,Sd,
6892:30 [7141],m,m,,m,,m,m,
6899:25 [7142],m,m,Sd,m,m,,m,
6899:28 [7143],m,m,,,m,m,m,
6899:54 [7144],m,,m,m,m,m,m,
6899:72 [7145],m,m,,,m,m,m,
6905:14 [7146],m,,m,m,,m,,
6905:15 [7147],,,m,m,,m,,
6905:31 [7148],,m,,,,,,
6908:29 [7149],m,m,,m,,m,Sd,
6908:31 [7150],,,Sd,,,,,
6908:35 [7151],m,m,m,m,m,,,
6908:57 [7152],,,Sd,,,,,
6908:61 [7153],m,m,,m,,m,Sd,
6908:65 [7154],,,,,,,,
6908:77 [7155],,,,,,,,
6912:47 [7156],,,Sd,,,,,
6915:26 [7157],,,,m,,,,
6915:29 [7158],,,,Sd,,,,
6920:14 [7159],m,m,,m,,m,,
6920:59 [7160],,,,,Sd,,,
6920:79 [7161],,,,,Sd,,,
6920:80 [7162],,m,Sd,m,m,m,m,
6921:33 [7163],,,Sd,Sd,Sd,,,
6921:60 [7164],m,,,,m,m,m,
6923:11 [7165],m,,,m,,m,,
6923:45 [7166],m,,,m,,m,Sd,
6923:52 [7167],m,,,m,,m,,
6923:71 [7168],m,,m,,Sd,m,m,
6924:15 [7169],m,,,m,m,,m,
6925:23 [7170],,,,Sd,,m,Sd,
6925:24 [7171],,,m,Sd,,m,m,
6925:59 [7172],Sd,,,Sd,,,,
6926:31 [7173],m,m,,m,m,m,m,
6926:72 [7174],,,,,,,,
6928:47 [7175],Sd,,m,,m,,,
6928:68 [7176],m,,,m,m,m,,
6930:17 [7177],m,,m,m,m,m,,
6930:26 [7178],,,,,,,,
6930:30 [7179],,m,m,m,m,m,,
6930:46 [7180],,,,,,,,
6930:47 [7181],,,,,,,,
6930:69 [7182],,,,,,,,
6931:60 [7183],,,,,,,,
6932:17 [7184],,,,m,,,,
6932:34 [7185],,m,,m,,m,,
6932:35 [7186],m,m,m,,m,,m,
6932:57 [7187],m,,m,m,m,,,
6940:51 [7188],m,m,m,m,,m,,
6945:60 [7189],m,,m,,m,m,,
6945:63 [7190],m,,m,m,m,,m,
6957:5 [7191],,,,,,,,
6957:60 [7192],,m,,,,,,
6957:78 [7193],,m,,,m,m,m,
6962:29 [7194],,m,,m,Sd,,m,
6962:35 [7195],,,,m,m,m,,
6963:39 [7196],Sd,,,,,,Sd,
6967:2 [7197],,m,,m,m,m,,
6967:14 [7198],,m,,m,m,m,,
6967:61 [7199],,m,,m,,,m,
6967:79 [7200],m,m,,,m,m,,
6969:14 [7201],,,,,,,,
6969:37 [7202],m,,m,,m,Sd,m,
6969:72 [7203],m,,m,m,m,Sd,m,
6970:66 [7204],Sd,,,,,,Sd,
6970:69 [7205],m,m,m,,Sd,,Sd,
6976:1 [7206],,,,,,,,
6982:16 [7207],Sd,Sd,Sd,,,,,
6982:35 [7208],m,m,,m,m,,,
6982:49 [7209],,,,,,,,
6982:55 [7210],,,,,,,,
6982:65 [7211],,,,,,,,
6982:68 [7212],,,m,m,m,m,m,
6986:75 [7213],,,,,,Sd,,
6988:10 [7214],,,,,,,,
6988:22 [7215],Sd,,,,,,,
6988:24 [7216],Sd,,,,,,,
6988:45 [7217],,,,,,,,
6988:54 [7218],,,,,,,,
6988:63 [7219],,,,,,,,
6988:79 [7220],,m,,m,,,Sd,
6992:64 [7221],,m,m,,,,,
6992:66 [7222],m,m,,,m,,m,
6994:42 [7223],Sd,,,m,,,,
6994:79 [7224],,,m,,m,m,,
6996:14 [7225],,,,,,,,
6996:37 [7226],m,m,,,m,m,m,
6996:38 [7227],Sd,Sd,Sd,,,Sd,,
6996:39 [7228],Sd,Sd,Sd,Sd,Sd,m,,SIGN
6996:61 [7229],,m,m,m,m,m,m,
7004:41 [7230],,,,,,,,
7010:12 [7231],m,m,,,m,m,m,
7010:22 [7232],m,m,,,m,m,m,
7010:63 [7233],,Sd,,,,Sd,,
7014:3 [7234],,,,Sd,,,,
7014:20 [7235],,,,,,Se,Sd,EXCESS
7014:25 [7236],m,,Sd,,,,Sd,
7014:53 [7237],m,,Sd,,,,Sd,
7016:20 [7238],m,,m,,,m,m,
7016:37 [7239],,m,m,m,m,m,,
7016:49 [7240],m,,m,,,m,m,
7018:64 [7241],,,,,,,Sd,
7018:68 [7242],,,,,,,,
7023:8 [7243],,,m,,,,,
7023:20 [7244],,,m,,,,,
7023:62 [7245],,Sd,,,,,,
7023:69 [7246],,,m,,,,,
7025:7 [7247],Sd,,,Sd,,,Sd,
7025:19 [7248],m,,Sd,,m,m,,
7025:70 [7249],m,,m,m,m,Sd,m,
7025:79 [7250],,m,,,,,,
7026:5 [7251],,m,,,,,m,
7026:24 [7252],,,,,,,,
7026:25 [7253],,,,,Sd,,,
7026:40 [7254],,,,,Sd,Sd,,
7026:43 [7255],,m,,,m,Sd,m,
7026:48 [7256],,,,,Sd,Sd,,
7026:71 [7257],,,,,Sd,,,
7026:78 [7258],,,,,Sd,Sd,,
7028:3 [7259],,m,m,,,m,,
7028:31 [7260],m,,m,m,m,m,,
7034:4 [7261],m,,,m,,m,,
7034:11 [7262],,,m,,m,m,,
7034:12 [7263],Sd,Sd,,,m,,,
7034:20 [7264],,,,,m,,,
7034:64 [7265],,,,,m,m,Sd,
7035:63 [7266],,,,,,,,
7037:7 [7267],m,,m,,m,m,m,
7037:21 [7268],,,,,,,,
7037:41 [7269],m,m,Sd,,m,m,,
7037:46 [7270],m,,m,m,m,Sd,m,
7037:65 [7271],,m,m,m,m,m,,
7038:5 [7272],m,m,m,m,m,m,m,FIXED
7038:44 [7273],,,,,Sd,,,
7038:45 [7274],,,,,Sd,Sd,,
7039:23 [7275],m,,,m,,,,
7039:70 [7276],m,m,,,m,,m,
7042:44 [7277],,,,,,,,
7042:51 [7278],,,,,,,,
7042:62 [7279],m,,m,m,m,Sd,Sd,
7042:76 [7280],m,m,m,,m,,m,
7047:3 [7281],,,,,,,,
7047:15 [7282],m,m,m,,m,m,,
7047:26 [7283],m,m,,m,m,m,,
7047:48 [7284],,,,,,Sd,,
7047:55 [7285],,,,,,Sd,,
7054:36 [7286],m,,,,m,Sd,Sd,
7054:64 [7287],m,m,,m,,m,m,
7057:3 [7288],,m,m,m,,m,m,
7057:5 [7289],m,m,,m,m,,m,
7057:6 [7290],,,,,,,,
7059:18 [7291],m,,m,m,m,m,,
7059:27 [7292],,m,,,m,,,
7059:33 [7293],m,,,m,,m,,
7059:36 [7294],,m,m,m,m,m,,
7059:52 [7295],m,,,,,m,,
7059:58 [7296],m,,,,,m,,
7068:27 [7297],Sd,,,,,Sd,,
7068:54 [7298],m,,Sd,m,m,m,m,
7077:3 [7299],,,,,,,,
7077:4 [7300],,,,,,,,
7077:72 [7301],,,,,,,Sd,
7077:73 [7302],,,,,,,,
7080:1 [7303],,m,m,m,m,m,m,
7080:19 [7304],,m,m,m,,,m,
7080:21 [7305],,,,,,,Sd,
7080:46 [7306],,m,,,m,,,
7080:60 [7307],m,,m,,m,m,m,
7080:69 [7308],m,m,,m,m,m,,
7081:10 [7309],,m,,m,m,,,
7081:23 [7310],,,m,m,,m,m,
